trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-122.84432750601343,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",30,11,-92.24756584321483,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 1}",1
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-198.4406864923315,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,1,-127.54294204355642,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 0}",1
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-251.34782872432558,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 5}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-170.6936624669058,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-137.38965442812278,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,0,-107.75865814091456,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",30,0,-152.78354893276222,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",30,0,-218.65102294461286,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-173.2127753021897,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",30,0,-108.84490405422878,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-186.91719491247144,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",35,0,-287.7039517888004,"{0: 18, 1: 2, 2: 8, 3: 3, 4: 4}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",30,0,-124.15591111266914,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-118.18749251676748,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",30,0,-111.0906766810448,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 0}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-155.0116638204284,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-92.51099442680774,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,2,-91.57371441790885,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 1}",1
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,7,-56.37586338684123,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-170.04133175884724,"{0: 10, 1: 6, 2: 7, 3: 0, 4: 2}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-70.76812784107076,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-148.211853557655,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-152.54129363479788,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-170.56166235638437,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-75.19815879526477,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-113.00069713170953,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",25,0,-70.52816387015692,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",35,0,-231.34995179896538,"{0: 19, 1: 1, 2: 11, 3: 1, 4: 3}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,0,-107.6046143795831,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-187.04320836365125,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",25,0,-55.061339729845486,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-58.01414655057033,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-99.84140122698767,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-117.05112881805653,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",35,0,-119.26255524950881,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,0,-157.52011441583844,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,0,-139.513080121245,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-111.06821911430731,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,3,-16.599131158422097,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",25,0,-67.73643949709938,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-77.93060698945871,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",25,17,-23.761111185356466,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-65.91989080919946,"{0: 11, 1: 6, 2: 1, 3: 2, 4: 0}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-103.14472707872963,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",35,0,-184.74662897233316,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",25,13,-24.8083741155147,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,0,-209.34518935536556,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,-72.98652448638094,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",30,6,-58.006369167003925,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 0}",1
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,1,-64.91283793180904,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-10.464524735821444,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-90.4134196180531,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-75.73813902535852,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,12,-21.71399143814431,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",25,5,-79.26855215178469,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,0,-61.794455470493624,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,0,-77.10396317979753,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-162.90231000346878,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-126.25409921378476,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,6,-101.222005622459,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-161.90011341400134,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",30,0,-92.80456697906753,"{0: 20, 1: 3, 2: 4, 3: 3, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",25,0,-100.90006814052305,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,6,-139.4744806111094,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 2}",1
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,0,-93.38309597201376,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,7,-61.39260739816953,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,14,-25.57586709863001,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-15.464808048601206,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-97.45945902727837,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-114.12356287206693,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",25,0,-237.67509133988278,"{0: 12, 1: 3, 2: 4, 3: 2, 4: 4}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,11,-60.33053293028897,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-80.96984007174609,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-98.46696913202065,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-125.51827566666424,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-70.44713718460281,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,8,-39.00951462720574,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-152.3706136495683,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-158.04633066067473,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-18.797059621984914,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-66.1402647952635,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-146.51087121005293,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-82.20814975063746,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,3,-35.824357269567116,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,14,-1.7845158001570907,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-109.75856581401332,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-153.0849338103496,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",25,0,-67.75682503319919,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,0,-72.71209581481268,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",1
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",30,0,-196.16773981554928,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-70.60290954354363,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-105.86365118308301,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-61.293648647981954,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-98.50227744157604,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",30,0,-149.06801779931575,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,10,-39.6949364308102,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-67.33156963364833,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,0,-54.80253393842746,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",30,0,-139.35701230887207,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-46.8425032040147,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,17,14.897744376243292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,0,-77.11819691398775,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,6,-59.36992380002764,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-103.44589713732186,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-230.49645458512205,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-192.3896810518282,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",30,0,-48.73431230776907,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-54.03937769719419,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,9,-10.430492515265465,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-61.734889341876396,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",30,0,-86.97325494293696,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-138.4127058290792,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,17,-42.405333476611695,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-107.62467183516992,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",30,4,-128.67348380009847,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 1}",1
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-63.2257992748344,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,10,-13.472850408093164,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-104.10697837931285,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,7,-60.33747034163597,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-43.074446779815,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",25,0,-81.29677691767617,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-84.67759750478187,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-100.29554055906225,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",25,1,-134.0956625176735,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 2}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",25,0,-43.511624545267566,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,0,-132.11297816003847,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",30,21,6.511335313679211,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.002, 'e': 0.772595232106928}",30,0,-150.57429557227655,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-202.8783742227235,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",30,16,-84.78471627769727,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,3,-29.312014465562747,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,0,3.691010654165976,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",25,0,-143.36083268908487,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-84.21835181312973,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",30,0,-168.4520210262823,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-148.5603807504224,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,0,-149.60937607162327,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-133.5291919562312,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,13,-5.93273252982403,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.754273684533089}",20,3,-66.95177864016587,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 0}",1
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-93.01699560031255,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-81.4762230979595,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",25,14,6.497860961662287,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,0,-130.2714024145873,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,0,-106.2511600491753,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",30,3,-119.12810415535691,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 3}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",35,0,-30.892171317251528,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,8,-62.621498251504775,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-84.67426193210035,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",25,19,10.527633946563034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",30,0,-124.59290195772614,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-171.9679692804606,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,0,-85.80843976729986,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-166.82627683822344,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-100.05401646611475,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-71.71640367763025,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",30,0,-106.77216740146451,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,7.459853732497756,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",30,0,-141.094713568027,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-146.44114159941913,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",30,0,-51.24240919298546,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,0,-58.66905999715933,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,16,-53.031683537228915,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",30,0,-52.79764443729265,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,16,7.366478157329481,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,10,-57.15120556525063,"{0: 4, 1: 5, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,13,-8.736252056326196,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-102.64385177483894,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-167.77561396144202,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 4}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",30,0,-119.06983532567907,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",25,0,-42.36017136905732,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,0,-166.9831209762895,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-74.7745303747472,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,6,-67.07214815556598,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,3.718926849775215,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",25,0,-55.43267334898228,"{0: 18, 1: 4, 2: 0, 3: 3, 4: 0}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",30,0,-236.04233669230015,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,5,-41.935520193078794,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",35,0,-185.72897789784125,"{0: 25, 1: 2, 2: 3, 3: 1, 4: 4}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",35,0,-100.67109577422585,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",30,4,-129.65476755667268,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 3}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,6,-117.65044365746658,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 2}",1
