trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,9,-68.81544632562215,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",30,0,-41.834544167891636,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",30,20,5.013965520749668,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-7.407482951192997,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,11,-3.2951493966615426,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,8.798723451982811,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",25,0,-40.60561373671319,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,8,-51.487630644059664,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,14,-18.95707131082552,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.002, 'e': 0.679770525680321}",20,2,-32.382124411877456,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-28.38375113832738,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,10.940000941971064,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-56.09723291766977,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,12,2.9503503204841617,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,0,-71.33773503381892,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,0,-88.27616119399754,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,0,-33.40756728450442,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",30,0,-93.06199194744516,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",25,15,-6.297866241516005,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,0,-46.8233961667959,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,7,-6.865338304991752,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,6,-3.9040782548849284,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,2,-43.094608001484865,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",30,19,6.676345741944579,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,4,-65.4836794646929,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 1}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,-12.456109462133163,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,1,-51.32522600767474,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,0,-160.9180940587583,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,0,-72.68239441475846,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,13,-89.30951904812484,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,5,-86.59877723985379,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,6,-37.73037695125025,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,0,-77.88662857134096,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,10,-42.90710716925369,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",25,0,-95.42924411043319,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-101.95167271946353,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,7.726804738868126,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,0,6.322797527251084,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,16,7.6275555599997915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,0,-123.26236070084533,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-103.56957421589183,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-69.27739619789831,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,5,-131.54780577924834,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",1
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,7.3305374728728605,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",25,0,-87.42773589224127,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,3,-49.15479914096431,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,15,-3.5649080036516274,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,0,-220.8789461446068,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-48.13364156029113,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",25,0,-44.29547650711437,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,6,-52.362080108207095,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,0,-64.84506281847025,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-68.52365063357212,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",30,6,-3.324872917126047,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,11,-9.620181122072486,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",30,0,-110.84494998201285,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,0,-106.84789541791132,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",1
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,15,-11.215488395161938,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",25,7,-28.82570301153145,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",30,14,-8.276767726646721,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,-6.2971999032094,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,9,-66.53108810205421,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,0,-40.85900872198043,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-47.84057786166826,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,0,-64.09948554104724,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,11,2.756971968539513,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,7,-18.772957167326407,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",25,17,10.17231784623936,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,14,-8.079251729134466,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,10,-28.28007391764526,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,0,-134.10277077094935,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",30,14,-110.77212271646611,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 3}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,2,-101.25164084652509,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,2,-32.95047835497698,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,3,-143.53142962531092,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 3}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,0,-100.78547908259586,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,12,-54.91364522302299,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,15,-24.591902433794527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,6,-49.192484419134786,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815625}",20,11,16.052171217549432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,0,-97.08075285881972,"{0: 18, 1: 1, 2: 11, 3: 0, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,11,2.8247380069613977,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-87.26703792419934,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,15,-0.532248031734532,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",35,24,6.576112638212157,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",30,8,-55.55159954340949,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,0,-89.57960080244003,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,14,11.515960146700705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",30,16,-2.225588789803652,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,14,-23.5692237368471,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,10,-109.3237393800498,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-83.2734116137292,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,0,-98.93711391824388,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,0,-18.76002264171426,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,19,-1.2791435273776464,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,-44.790183987240944,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,0,-156.59773300375824,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",20,0,-42.59715174204242,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,6,-19.144418121946153,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,9,-18.353950588220588,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,-22.37595545183951,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,16,5.935904597727287,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",30,6,7.867318885452552,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",25,14,-31.355842219290373,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,12,-19.688586529642915,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,0,-24.64948655161033,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.002, 'e': 0.559898366565402}",25,6,-41.36566264527496,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",25,0,-20.832866829150287,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,3,-39.69106918667008,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,7,-62.376196681029725,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,5,-7.827285262562853,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",30,17,-8.115650799358972,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",20,0,-116.9075653792812,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,13,10.390414014720982,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",30,22,13.406215479220286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,10,19.297573646664887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",30,0,-75.9248642530324,"{0: 18, 1: 7, 2: 3, 3: 2, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",25,0,-2.2237230008534685,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,18,14.242951404951341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,20,8.687473247723709,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,0,-13.684984675451105,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,0,-11.767656065482758,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",25,13,-93.75288330017132,"{0: 6, 1: 1, 2: 2, 3: 2, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,0,-41.21931305577136,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,5,-57.16635429691823,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-40.380266791656034,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",35,7,-48.33831788618545,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 1}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",35,4,-27.97802977847876,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",30,10,-26.618065177609243,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,9,0.6853236479030993,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-43.81585113948747,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",25,5,9.421388140491846,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,8,-15.397900194484096,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,6,-54.59237918130803,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,13,-72.91083007580683,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,3,-78.54914372051691,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 2}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,9,-1.3895767256137996,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,0,-81.2813735061822,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,13,-10.339185455386254,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,10,-42.11169509496108,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",30,14,-25.375513980383634,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,3,10.548862295931126,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,2,-64.36018893306243,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",35,13,-1.6380461077122959,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,5,-31.791530525971286,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,6,-19.061917107454065,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,1,-66.80756324825583,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 1}",1
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,0,13.498723504941674,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,0,-43.05726563387623,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",25,8,-73.95610517596451,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,16,9.300764475583303,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",30,3,-2.268875074216482,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,7,4.70141097177676,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,14,-9.465439032442031,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,3,-30.23593291470144,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,10,-74.43976914393954,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",30,6,-91.1677632253273,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 2}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",30,14,25.769716413681557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,8,-7.003210937081492,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",30,16,-28.69760253242946,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",30,2,-33.303662385425234,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",25,0,-23.853802629272444,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,6,-51.80862835619961,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",20,0,-33.017945211258485,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",20,12,0.12053623895986587,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,8,-20.932284158159973,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",25,0,-55.854466039563114,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,-14.097659656511809,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,14,12.162890602172999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,13,-1.0187959270542053,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,7,-12.99483666479215,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,8,21.40661211507643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,18,3.7425868013563344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",20,0,-15.95715066845335,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",30,22,-4.998995211072276,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",30,10,9.611553165014708,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,7,10.33068707304312,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,13,-6.976512483043952,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,-6.478051768988229,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",20,10,-5.083598397786586,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,11,1.033101833887298,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,-54.2951614218631,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,0,-6.580604062265012,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
368,False,"{'a': 0.002, 'e': 0.479985204266536}",20,0,-36.05245231299282,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
